,ID,Date,Block,Primary Type,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Community Areas,Wards
2881,11725053,06/16/2019 10:00:00 PM,042XX N PULASKI RD,CRIMINAL TRESPASS,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1722,17,39,16,,,2019,06/23/2019 4:06:04 PM,,,,
2884,11725083,06/16/2019 9:59:00 PM,028XX W 63RD ST,BATTERY,SIDEWALK,TRUE,FALSE,823,8,17,66,,,2019,06/23/2019 4:06:04 PM,,,,
2886,11730181,06/16/2019 9:45:00 PM,060XX S FAIRFIELD AVE,BATTERY,APARTMENT,FALSE,TRUE,825,8,16,66,,,2019,06/23/2019 4:06:04 PM,,,,
2887,11725026,06/16/2019 9:45:00 PM,036XX N LAKE SHORE DR,BATTERY,RESIDENCE,FALSE,FALSE,1925,19,46,6,,,2019,06/23/2019 4:06:04 PM,,,,
2889,11725058,06/16/2019 9:40:00 PM,0000X S CENTRAL AVE,NARCOTICS,STREET,TRUE,FALSE,1522,15,29,25,,,2019,06/23/2019 4:06:04 PM,,,,
2890,11725161,06/16/2019 9:30:00 PM,001XX N MORGAN ST,BATTERY,BAR OR TAVERN,FALSE,FALSE,1224,12,27,28,,,2019,06/23/2019 4:06:04 PM,,,,
2893,11725081,06/16/2019 9:30:00 PM,001XX N KEDZIE AVE,CRIMINAL TRESPASS,GROCERY FOOD STORE,TRUE,FALSE,1222,12,27,27,,,2019,06/24/2019 4:06:39 PM,,,,
2894,11725169,06/16/2019 9:30:00 PM,112XX S AVENUE G,BATTERY,RESIDENCE,FALSE,TRUE,433,4,10,52,,,2019,06/23/2019 4:06:04 PM,,,,
2899,11725036,06/16/2019 9:19:00 PM,024XX E 74TH ST,BATTERY,APARTMENT,FALSE,FALSE,334,3,7,43,,,2019,06/23/2019 4:06:04 PM,,,,
2901,11725012,06/16/2019 9:14:00 PM,025XX S SAWYER AVE,NARCOTICS,ALLEY,TRUE,FALSE,1024,10,12,30,,,2019,06/23/2019 4:06:04 PM,,,,
2902,11725139,06/16/2019 9:04:00 PM,001XX W 71ST ST,WEAPONS VIOLATION,STREET,TRUE,FALSE,731,7,6,69,,,2019,06/23/2019 4:06:04 PM,,,,
2906,11725516,06/16/2019 9:00:00 PM,025XX S AVERS AVE,THEFT,STREET,FALSE,FALSE,1013,10,22,30,,,2019,06/23/2019 4:06:04 PM,,,,
2907,11725037,06/16/2019 9:00:00 PM,069XX S GREEN ST,BATTERY,STREET,FALSE,FALSE,733,7,6,68,,,2019,06/23/2019 4:06:04 PM,,,,
2909,11725530,06/16/2019 9:00:00 PM,085XX W GREGORY ST,THEFT,TAXICAB,FALSE,FALSE,1614,16,41,76,,,2019,06/23/2019 4:06:04 PM,,,,
2910,11725056,06/16/2019 8:59:00 PM,028XX S WESTERN AVE,CRIMINAL TRESPASS,WAREHOUSE,FALSE,FALSE,1034,10,25,31,,,2019,06/23/2019 4:06:04 PM,,,,
2912,11725007,06/16/2019 8:55:00 PM,009XX W RANDOLPH ST,BATTERY,RESTAURANT,FALSE,FALSE,1224,12,27,28,,,2019,06/23/2019 4:06:04 PM,,,,
2913,11725070,06/16/2019 8:55:00 PM,039XX W THOMAS ST,NARCOTICS,STREET,TRUE,FALSE,1112,11,37,23,,,2019,06/23/2019 4:06:04 PM,,,,
2916,11725066,06/16/2019 8:50:00 PM,028XX W NORTH AVE,WEAPONS VIOLATION,STREET,TRUE,FALSE,1421,14,1,24,,,2019,06/23/2019 4:06:04 PM,,,,
2917,11725044,06/16/2019 8:46:00 PM,012XX N KEDZIE AVE,BURGLARY,APARTMENT,FALSE,FALSE,1422,14,26,23,,,2019,06/23/2019 4:06:04 PM,,,,
2919,11724958,06/16/2019 8:41:00 PM,061XX S ADA ST,BATTERY,RESIDENCE,FALSE,TRUE,713,7,16,67,,,2019,06/23/2019 4:06:04 PM,,,,
2920,11724968,06/16/2019 8:40:00 PM,026XX W GLADYS AVE,BATTERY,RESIDENCE,TRUE,TRUE,1125,11,28,27,,,2019,06/23/2019 4:06:04 PM,,,,
2921,11725057,06/16/2019 8:40:00 PM,122XX S MORGAN ST,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,524,5,34,53,,,2019,06/23/2019 4:06:04 PM,,,,
2922,11725542,06/16/2019 8:40:00 PM,114XX S LAFLIN ST,THEFT,STREET,FALSE,FALSE,2234,22,34,75,,,2019,06/23/2019 4:06:04 PM,,,,
2923,11725087,06/16/2019 8:31:00 PM,004XX N CARPENTER ST,BATTERY,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,1214,12,27,24,,,2019,06/23/2019 4:06:04 PM,,,,
2924,11730445,06/16/2019 8:30:00 PM,028XX N SACRAMENTO AVE,THEFT,GAS STATION,FALSE,FALSE,1411,14,33,21,,,2019,06/23/2019 4:06:04 PM,,,,
2925,11725002,06/16/2019 8:30:00 PM,021XX S HALSTED ST,THEFT,RESTAURANT,FALSE,FALSE,1235,12,11,31,,,2019,06/23/2019 4:06:04 PM,,,,
2926,11724998,06/16/2019 8:30:00 PM,002XX W 107TH ST,BATTERY,RESIDENCE,FALSE,TRUE,512,5,34,49,,,2019,06/23/2019 4:06:04 PM,,,,
2929,11726860,06/16/2019 8:30:00 PM,058XX S DR MARTIN LUTHER KING JR DR,BATTERY,OTHER,FALSE,FALSE,232,2,20,40,,,2019,06/23/2019 4:06:04 PM,,,,
2930,11724988,06/16/2019 8:29:00 PM,041XX W 31ST ST,NARCOTICS,STREET,TRUE,FALSE,1031,10,22,30,,,2019,06/23/2019 4:06:04 PM,,,,
2931,11725096,06/16/2019 8:27:00 PM,025XX W WARREN BLVD,WEAPONS VIOLATION,STREET,FALSE,FALSE,1222,12,27,28,,,2019,06/23/2019 4:06:04 PM,,,,
2932,11725017,06/16/2019 8:22:00 PM,051XX S CALIFORNIA AVE,NARCOTICS,STREET,TRUE,FALSE,923,9,14,63,,,2019,06/23/2019 4:06:04 PM,,,,
2933,11724982,06/16/2019 8:22:00 PM,086XX S HOUSTON AVE,BATTERY,RESIDENCE,TRUE,FALSE,424,4,10,46,,,2019,06/23/2019 4:06:04 PM,,,,
2934,11725018,06/16/2019 8:20:00 PM,050XX W ADAMS ST,BATTERY,SIDEWALK,FALSE,FALSE,1533,15,28,25,,,2019,06/23/2019 4:06:04 PM,,,,
2935,11725378,06/16/2019 8:20:00 PM,056XX S PAULINA ST,THEFT,STREET,FALSE,FALSE,715,7,16,67,,,2019,06/23/2019 4:06:04 PM,,,,
2936,11725039,06/16/2019 8:15:00 PM,016XX N MILWAUKEE AVE,THEFT,CONVENIENCE STORE,TRUE,FALSE,1434,14,2,24,,,2019,06/23/2019 4:06:04 PM,,,,
2938,11725079,06/16/2019 8:10:00 PM,016XX S CLARK ST,THEFT,GROCERY FOOD STORE,TRUE,FALSE,131,1,3,33,,,2019,06/24/2019 4:06:39 PM,,,,
2943,11725369,06/16/2019 8:00:00 PM,016XX W GRAND AVE,THEFT,STREET,FALSE,FALSE,1215,12,1,24,,,2019,06/23/2019 4:06:04 PM,,,,
2946,11732743,06/16/2019 8:00:00 PM,020XX S STATE ST,BATTERY,APARTMENT,FALSE,TRUE,131,1,3,33,,,2019,06/24/2019 4:14:57 PM,,,,
2948,11724908,06/16/2019 7:55:00 PM,032XX W 16TH ST,NARCOTICS,STREET,TRUE,FALSE,1022,10,24,29,,,2019,06/23/2019 4:06:04 PM,,,,
2949,11724950,06/16/2019 7:53:00 PM,038XX W ALTGELD ST,BATTERY,APARTMENT,FALSE,TRUE,2524,25,31,22,,,2019,06/23/2019 4:06:04 PM,,,,
2950,11724962,06/16/2019 7:46:00 PM,014XX S HOMAN AVE,BATTERY,APARTMENT,TRUE,FALSE,1021,10,24,29,,,2019,06/23/2019 4:06:04 PM,,,,
2953,11724935,06/16/2019 7:44:00 PM,079XX S STATE ST,THEFT,GAS STATION,FALSE,FALSE,623,6,6,44,,,2019,06/23/2019 4:06:04 PM,,,,
2954,11724955,06/16/2019 7:40:00 PM,046XX W BELMONT AVE,NARCOTICS,STREET,TRUE,FALSE,1731,17,30,15,,,2019,06/23/2019 4:06:04 PM,,,,
2955,11726075,06/16/2019 7:35:00 PM,072XX S ABERDEEN ST,DECEPTIVE PRACTICE,,FALSE,FALSE,733,7,6,68,,,2019,06/23/2019 4:06:04 PM,,,,
2956,11724871,06/16/2019 7:35:00 PM,040XX W CORTLAND ST,NARCOTICS,STREET,TRUE,FALSE,2534,25,35,20,,,2019,06/23/2019 4:06:04 PM,,,,
2957,11724991,06/16/2019 7:35:00 PM,037XX S WELLS ST,BATTERY,CHA APARTMENT,FALSE,TRUE,915,9,3,34,,,2019,06/23/2019 4:06:04 PM,,,,
2958,11724915,06/16/2019 7:34:00 PM,024XX W HARRISON ST,NARCOTICS,STREET,TRUE,FALSE,1135,11,28,28,,,2019,06/23/2019 4:06:04 PM,,,,
2961,11724964,06/16/2019 7:30:00 PM,013XX S TROY ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1022,10,24,29,,,2019,06/23/2019 4:06:04 PM,,,,
2962,11726567,06/16/2019 7:30:00 PM,023XX N GREENVIEW AVE,THEFT,STREET,FALSE,FALSE,1811,18,2,7,,,2019,06/23/2019 4:06:04 PM,,,,
2963,11724853,06/16/2019 7:28:00 PM,013XX W HASTINGS ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1233,12,25,28,,,2019,06/23/2019 4:06:04 PM,,,,
2964,11725000,06/16/2019 7:24:00 PM,081XX S THROOP ST,BATTERY,ALLEY,FALSE,FALSE,613,6,21,71,,,2019,06/23/2019 4:06:04 PM,,,,
2965,11724947,06/16/2019 7:22:00 PM,031XX N PULASKI RD,NARCOTICS,STREET,TRUE,FALSE,2523,25,31,21,,,2019,06/23/2019 4:06:04 PM,,,,
2966,11724868,06/16/2019 7:21:00 PM,028XX N CLARK ST,CRIMINAL TRESPASS,SMALL RETAIL STORE,TRUE,FALSE,1934,19,44,6,,,2019,06/23/2019 4:06:04 PM,,,,
2968,11725006,06/16/2019 7:20:00 PM,018XX W NORTH AVE,THEFT,STREET,FALSE,FALSE,1424,14,2,24,,,2019,06/23/2019 4:06:04 PM,,,,
2969,11724916,06/16/2019 7:20:00 PM,016XX N MILWAUKEE AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1434,14,2,24,,,2019,06/23/2019 4:06:04 PM,,,,
2971,11724867,06/16/2019 7:15:00 PM,024XX W NORTH AVE,CRIMINAL TRESPASS,OTHER,TRUE,FALSE,1434,14,1,24,,,2019,06/23/2019 4:06:04 PM,,,,
2972,11724909,06/16/2019 7:11:00 PM,064XX S RICHMOND ST,CRIMINAL TRESPASS,RESIDENCE,TRUE,TRUE,823,8,17,66,,,2019,06/23/2019 4:06:04 PM,,,,
2973,11725823,06/16/2019 7:10:00 PM,064XX S LOWE AVE,BATTERY,SIDEWALK,FALSE,FALSE,723,7,20,68,,,2019,06/23/2019 4:06:04 PM,,,,
2974,11724870,06/16/2019 7:05:00 PM,086XX S LOOMIS BLVD,NARCOTICS,STREET,TRUE,FALSE,614,6,21,71,,,2019,06/23/2019 4:06:04 PM,,,,
2975,11725080,06/16/2019 7:03:00 PM,067XX N SHERIDAN RD,THEFT,SIDEWALK,FALSE,FALSE,2432,24,49,1,,,2019,06/23/2019 4:06:04 PM,,,,
2976,11724922,06/16/2019 7:02:00 PM,026XX W POTOMAC AVE,BURGLARY,ALLEY,FALSE,FALSE,1423,14,26,24,,,2019,06/23/2019 4:06:04 PM,,,,
2977,11724963,06/16/2019 7:01:00 PM,039XX S MICHIGAN AVE,NARCOTICS,RESTAURANT,TRUE,FALSE,213,2,3,38,,,2019,06/23/2019 4:06:04 PM,,,,
2979,11729527,06/16/2019 7:00:00 PM,072XX S DORCHESTER AVE,BATTERY,APARTMENT,FALSE,TRUE,324,3,8,43,,,2019,06/23/2019 4:06:04 PM,,,,
2980,11730230,06/16/2019 7:00:00 PM,029XX W 25TH PL,BATTERY,APARTMENT,FALSE,TRUE,1033,10,12,30,,,2019,06/23/2019 4:06:04 PM,,,,
2981,11726530,06/16/2019 7:00:00 PM,038XX W CHICAGO AVE,THEFT,STREET,FALSE,TRUE,1112,11,37,23,,,2019,06/23/2019 4:06:04 PM,,,,
2982,11725166,06/16/2019 7:00:00 PM,032XX W FULTON BLVD,THEFT,STREET,FALSE,TRUE,1123,11,28,27,,,2019,06/23/2019 4:06:04 PM,,,,
2983,11726254,06/16/2019 7:00:00 PM,010XX N CLARK ST,THEFT,OTHER,FALSE,FALSE,1824,18,2,8,,,2019,06/23/2019 4:06:04 PM,,,,
2988,11730480,06/16/2019 7:00:00 PM,082XX S LOOMIS BLVD,THEFT,RESIDENCE,FALSE,FALSE,613,6,21,71,,,2019,06/23/2019 4:06:04 PM,,,,
2989,11724852,06/16/2019 6:59:00 PM,012XX W LELAND AVE,BATTERY,STREET,FALSE,FALSE,1913,19,46,3,,,2019,06/23/2019 4:06:04 PM,,,,
2991,11724980,06/16/2019 6:54:00 PM,085XX S SANGAMON ST,BATTERY,RESIDENCE,TRUE,TRUE,613,6,21,71,,,2019,06/26/2019 4:10:52 PM,,,,
2998,11733651,06/16/2019 6:40:00 PM,003XX N DESPLAINES ST,THEFT,RESIDENCE,FALSE,FALSE,1214,12,42,28,,,2019,06/25/2019 4:19:57 PM,,,,
2999,11725093,06/16/2019 6:32:00 PM,010XX W RANDOLPH ST,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,1224,12,27,28,,,2019,06/23/2019 4:06:04 PM,,,,
3001,11725518,06/16/2019 6:30:00 PM,027XX W 23RD ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1034,10,12,30,,,2019,06/23/2019 4:06:04 PM,,,,
3002,11725544,06/16/2019 6:30:00 PM,081XX S KIMBARK AVE,BATTERY,RESIDENCE,FALSE,TRUE,411,4,8,45,,,2019,06/23/2019 4:06:04 PM,,,,
3003,11724913,06/16/2019 6:30:00 PM,0000X W JACKSON BLVD,THEFT,SMALL RETAIL STORE,FALSE,FALSE,113,1,42,32,,,2019,06/23/2019 4:06:04 PM,,,,
3005,11725091,06/16/2019 6:30:00 PM,015XX W POLK ST,BATTERY,SIDEWALK,FALSE,FALSE,1231,12,28,28,,,2019,06/23/2019 4:06:04 PM,,,,
3006,11726940,06/16/2019 6:30:00 PM,010XX N LAKE SHORE DR,THEFT,OTHER,FALSE,FALSE,1824,18,42,8,,,2019,06/23/2019 4:06:04 PM,,,,
3007,11725877,06/16/2019 6:30:00 PM,048XX S RACINE AVE,BATTERY,APARTMENT,FALSE,FALSE,933,9,20,61,,,2019,06/23/2019 4:06:04 PM,,,,
3009,11724842,06/16/2019 6:27:00 PM,008XX N SPRINGFIELD AVE,WEAPONS VIOLATION,STREET,FALSE,FALSE,1112,11,37,23,,,2019,06/23/2019 4:06:04 PM,,,,
3010,11724970,06/16/2019 6:25:00 PM,015XX W JUNEWAY TER,BATTERY,APARTMENT,FALSE,FALSE,2422,24,49,1,,,2019,06/23/2019 4:06:04 PM,,,,
3011,11724933,06/16/2019 6:25:00 PM,079XX S CALUMET AVE,BATTERY,APARTMENT,FALSE,TRUE,623,6,6,44,,,2019,06/23/2019 4:06:04 PM,,,,
3014,11724959,06/16/2019 6:23:00 PM,066XX S WOLCOTT AVE,BATTERY,RESIDENCE,TRUE,TRUE,726,7,15,67,,,2019,06/23/2019 4:06:04 PM,,,,
3015,11724845,06/16/2019 6:20:00 PM,039XX W MADISON ST,BATTERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1122,11,28,26,,,2019,06/23/2019 4:06:04 PM,,,,
3018,11725129,06/16/2019 6:10:00 PM,103XX S VERNON AVE,WEAPONS VIOLATION,RESIDENCE,FALSE,FALSE,512,5,9,49,,,2019,06/23/2019 4:06:04 PM,,,,
3019,11725639,06/16/2019 6:05:00 PM,011XX S CANAL ST,THEFT,DEPARTMENT STORE,FALSE,FALSE,124,1,25,28,,,2019,06/23/2019 4:06:04 PM,,,,
3020,11724831,06/16/2019 6:02:00 PM,023XX N CICERO AVE,BATTERY,CTA BUS STOP,TRUE,FALSE,2522,25,31,19,,,2019,06/23/2019 4:06:04 PM,,,,
3025,11726722,06/16/2019 6:00:00 PM,026XX E 77TH ST,BATTERY,RESIDENCE,FALSE,TRUE,421,4,7,43,,,2019,06/23/2019 4:06:04 PM,,,,
3026,11725075,06/16/2019 6:00:00 PM,013XX N WOLCOTT AVE,THEFT,STREET,FALSE,FALSE,1424,14,1,24,,,2019,06/23/2019 4:06:04 PM,,,,
3028,11726429,06/16/2019 6:00:00 PM,005XX E 68TH ST,BATTERY,STREET,FALSE,TRUE,321,3,20,42,,,2019,06/23/2019 4:06:04 PM,,,,
3030,11724859,06/16/2019 6:00:00 PM,052XX S CALIFORNIA AVE,THEFT,DRUG STORE,FALSE,FALSE,923,9,14,63,,,2019,06/23/2019 4:06:04 PM,,,,
3033,11724794,06/16/2019 5:55:00 PM,079XX S LOOMIS BLVD,BATTERY,RESIDENCE,FALSE,TRUE,612,6,21,71,,,2019,06/23/2019 4:06:04 PM,,,,
3034,11728643,06/16/2019 5:55:00 PM,054XX S PULASKI RD,DECEPTIVE PRACTICE,STREET,TRUE,FALSE,815,8,23,62,,,2019,06/25/2019 4:11:15 PM,,,,
3035,11724912,06/16/2019 5:53:00 PM,001XX N STATE ST,BATTERY,CONVENIENCE STORE,FALSE,FALSE,111,1,42,32,,,2019,06/23/2019 4:06:04 PM,,,,
3036,11725013,06/16/2019 5:45:00 PM,072XX S COLES AVE,CRIMINAL TRESPASS,APARTMENT,FALSE,FALSE,334,3,7,43,,,2019,06/23/2019 4:06:04 PM,,,,
3038,11724799,06/16/2019 5:45:00 PM,002XX E DELAWARE PL,BATTERY,HOTEL/MOTEL,FALSE,FALSE,1833,18,2,8,,,2019,06/23/2019 4:06:04 PM,,,,
3039,11725077,06/16/2019 5:45:00 PM,001XX E RANDOLPH ST,THEFT,RESTAURANT,FALSE,FALSE,114,1,42,32,,,2019,06/23/2019 4:06:04 PM,,,,
3040,11724816,06/16/2019 5:40:00 PM,020XX E 76TH ST,CRIMINAL TRESPASS,GAS STATION,TRUE,FALSE,414,4,8,43,,,2019,06/23/2019 4:06:04 PM,,,,
3041,11725084,06/16/2019 5:40:00 PM,026XX W MAYPOLE AVE,THEFT,SIDEWALK,FALSE,TRUE,1222,12,27,27,,,2019,06/23/2019 4:06:04 PM,,,,
3043,11724846,06/16/2019 5:37:00 PM,111XX S PARNELL AVE,BATTERY,SIDEWALK,FALSE,FALSE,2233,22,34,49,,,2019,06/23/2019 4:06:04 PM,,,,
3044,11724797,06/16/2019 5:35:00 PM,039XX W THOMAS ST,NARCOTICS,SIDEWALK,TRUE,FALSE,1112,11,37,23,,,2019,06/23/2019 4:06:04 PM,,,,
3045,11725545,06/16/2019 5:30:00 PM,080XX S ELLIS AVE,BATTERY,APARTMENT,TRUE,TRUE,631,6,8,44,,,2019,06/23/2019 4:06:04 PM,,,,
3047,11724943,06/16/2019 5:24:00 PM,003XX N LARAMIE AVE,NARCOTICS,STREET,TRUE,FALSE,1532,15,28,25,,,2019,06/23/2019 4:06:04 PM,,,,
3049,11724829,06/16/2019 5:10:00 PM,019XX N DAMEN AVE,BURGLARY,APARTMENT,FALSE,FALSE,1434,14,32,22,,,2019,06/23/2019 4:06:04 PM,,,,
3051,11724972,06/16/2019 5:05:00 PM,083XX S BALTIMORE AVE,BATTERY,RESIDENCE,FALSE,TRUE,423,4,7,46,,,2019,06/23/2019 4:06:04 PM,,,,
3054,11733497,06/16/2019 5:00:00 PM,115XX S WENTWORTH AVE,THEFT,RESIDENCE,FALSE,FALSE,522,5,34,53,,,2019,06/25/2019 4:19:57 PM,,,,
3055,11726103,06/16/2019 5:00:00 PM,008XX W 34TH ST,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,913,9,11,60,,,2019,06/23/2019 4:06:04 PM,,,,
3056,11730478,06/16/2019 5:00:00 PM,082XX S LOOMIS BLVD,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,613,6,21,71,,,2019,06/23/2019 4:06:04 PM,,,,
3058,11724951,06/16/2019 5:00:00 PM,016XX E 87TH ST,THEFT,BARBERSHOP,TRUE,FALSE,412,4,8,48,,,2019,06/23/2019 4:06:04 PM,,,,
3059,11725955,06/16/2019 5:00:00 PM,048XX S KEELER AVE,BATTERY,RESIDENCE,FALSE,TRUE,815,8,14,57,,,2019,06/23/2019 4:06:04 PM,,,,
3063,11725515,06/16/2019 5:00:00 PM,031XX W MONROE ST,THEFT,STREET,FALSE,FALSE,1124,11,28,27,,,2019,06/23/2019 4:06:04 PM,,,,
3064,11724860,06/16/2019 5:00:00 PM,022XX W PERSHING RD,THEFT,PARK PROPERTY,FALSE,FALSE,912,9,12,59,,,2019,06/23/2019 4:06:04 PM,,,,
3066,11726488,06/16/2019 4:48:00 PM,028XX S THROOP ST,BATTERY,VEHICLE-COMMERCIAL,FALSE,FALSE,913,9,11,60,,,2019,06/23/2019 4:06:04 PM,,,,
3067,11724841,06/16/2019 4:45:00 PM,028XX S HOMAN AVE,THEFT,CLEANING STORE,FALSE,FALSE,1032,10,22,30,,,2019,06/23/2019 4:06:04 PM,,,,
3068,11724957,06/16/2019 4:45:00 PM,011XX W 110TH PL,BATTERY,STREET,FALSE,FALSE,2234,22,34,75,,,2019,06/23/2019 4:06:04 PM,,,,
3069,11724930,06/16/2019 4:45:00 PM,034XX N ROCKWELL ST,BATTERY,PARK PROPERTY,FALSE,FALSE,1921,19,47,5,,,2019,06/23/2019 4:06:04 PM,,,,
3070,11724766,06/16/2019 4:45:00 PM,005XX S STATE ST,THEFT,RESIDENCE,FALSE,FALSE,123,1,4,32,,,2019,06/23/2019 4:06:04 PM,,,,
3071,11724765,06/16/2019 4:44:00 PM,101XX S YALE AVE,BATTERY,RESIDENCE,TRUE,TRUE,511,5,9,49,,,2019,06/23/2019 4:06:04 PM,,,,
3072,11724750,06/16/2019 4:40:00 PM,0000X E BANKS ST,THEFT,STREET,FALSE,FALSE,1824,18,43,8,,,2019,06/23/2019 4:06:04 PM,,,,
3074,11724730,06/16/2019 4:32:00 PM,0000X N STATE ST,THEFT,DEPARTMENT STORE,FALSE,FALSE,112,1,42,32,,,2019,06/23/2019 4:06:04 PM,,,,
3075,11724745,06/16/2019 4:32:00 PM,030XX N HALSTED ST,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1933,19,44,6,,,2019,06/23/2019 4:06:04 PM,,,,
3076,11725980,06/16/2019 4:30:00 PM,096XX S HALSTED ST,BATTERY,RESIDENCE,FALSE,TRUE,2223,22,21,73,,,2019,06/23/2019 4:06:04 PM,,,,
3077,11724802,06/16/2019 4:30:00 PM,007XX N MICHIGAN AVE,THEFT,DEPARTMENT STORE,FALSE,FALSE,1834,18,42,8,,,2019,06/23/2019 4:06:04 PM,,,,
3078,11724729,06/16/2019 4:30:00 PM,066XX N DAMEN AVE,THEFT,SMALL RETAIL STORE,FALSE,FALSE,2412,24,50,2,,,2019,06/23/2019 4:06:04 PM,,,,
3079,11726396,06/16/2019 4:30:00 PM,093XX S LAFAYETTE AVE,BATTERY,STREET,FALSE,TRUE,634,6,21,49,,,2019,06/23/2019 4:06:04 PM,,,,
3083,11724726,06/16/2019 4:20:00 PM,069XX S HONORE ST,BATTERY,SIDEWALK,FALSE,TRUE,735,7,17,67,,,2019,06/23/2019 4:06:04 PM,,,,
3084,11724999,06/16/2019 4:15:00 PM,019XX E 71ST PL,BURGLARY,APARTMENT,FALSE,FALSE,333,3,5,43,,,2019,06/23/2019 4:06:04 PM,,,,
3086,11724743,06/16/2019 4:05:00 PM,006XX W IRVING PARK RD,BATTERY,APARTMENT,FALSE,TRUE,1925,19,46,6,,,2019,06/23/2019 4:06:04 PM,,,,
3087,11724767,06/16/2019 4:05:00 PM,119XX S PERRY AVE,BATTERY,APARTMENT,TRUE,FALSE,522,5,9,53,,,2019,06/23/2019 4:06:04 PM,,,,
3088,11726941,06/16/2019 4:02:00 PM,052XX S HARPER AVE,THEFT,HOTEL/MOTEL,FALSE,FALSE,234,2,4,41,,,2019,06/23/2019 4:06:04 PM,,,,
3089,11729682,06/16/2019 4:00:00 PM,0000X N DEARBORN ST,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,112,1,42,32,,,2019,06/23/2019 4:06:04 PM,,,,
3092,11724775,06/16/2019 4:00:00 PM,032XX W ADAMS ST,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1124,11,28,27,,,2019,06/23/2019 4:06:04 PM,,,,
3093,11724985,06/16/2019 4:00:00 PM,082XX S HOMAN AVE,BATTERY,RESIDENCE,FALSE,TRUE,834,8,18,70,,,2019,06/23/2019 4:06:04 PM,,,,
3094,11726527,06/16/2019 4:00:00 PM,077XX S BURNHAM AVE,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,421,4,7,43,,,2019,06/23/2019 4:06:04 PM,,,,
3095,11724742,06/16/2019 4:00:00 PM,0000X S STATE ST,THEFT,DEPARTMENT STORE,FALSE,FALSE,112,1,42,32,,,2019,06/23/2019 4:06:04 PM,,,,
3098,11725252,06/16/2019 4:00:00 PM,039XX N KIMBALL AVE,BATTERY,APARTMENT,FALSE,TRUE,1733,17,33,16,,,2019,06/23/2019 4:06:04 PM,,,,
3099,11725830,06/16/2019 4:00:00 PM,041XX N MARINE DR,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,1915,19,46,3,,,2019,06/23/2019 4:06:04 PM,,,,
3100,11726561,06/16/2019 4:00:00 PM,061XX N OAKLEY AVE,BATTERY,APARTMENT,FALSE,TRUE,2413,24,40,2,,,2019,06/23/2019 4:06:04 PM,,,,
3101,11725055,06/16/2019 4:00:00 PM,064XX N DAMEN AVE,THEFT,STREET,FALSE,FALSE,2412,24,50,2,,,2019,06/23/2019 4:06:04 PM,,,,
3102,11726006,06/16/2019 4:00:00 PM,021XX N ST LOUIS AVE,THEFT,STREET,FALSE,FALSE,1413,14,35,22,,,2019,06/23/2019 4:06:04 PM,,,,
3104,11724755,06/16/2019 3:55:00 PM,004XX E 34TH ST,THEFT,GROCERY FOOD STORE,FALSE,FALSE,211,2,4,35,,,2019,06/23/2019 4:06:04 PM,,,,
3105,11724738,06/16/2019 3:55:00 PM,074XX S PAXTON AVE,THEFT,STREET,FALSE,FALSE,333,3,7,43,,,2019,06/23/2019 4:06:04 PM,,,,
3106,11724965,06/16/2019 3:50:00 PM,024XX S TRUMBULL AVE,BATTERY,APARTMENT,FALSE,TRUE,1024,10,22,30,,,2019,06/23/2019 4:06:04 PM,,,,
3107,11724733,06/16/2019 3:49:00 PM,013XX N ASHLAND AVE,THEFT,OTHER,FALSE,FALSE,1433,14,1,24,,,2019,06/23/2019 4:06:04 PM,,,,
3110,11725512,06/16/2019 3:45:00 PM,009XX W 34TH ST,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,913,9,11,60,,,2019,06/24/2019 4:06:39 PM,,,,
3112,11725085,06/16/2019 3:35:00 PM,031XX W HURON ST,BATTERY,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,1221,12,27,23,,,2019,06/23/2019 4:06:04 PM,,,,
3114,11724945,06/16/2019 3:30:00 PM,050XX N HARDING AVE,BATTERY,APARTMENT,FALSE,TRUE,1712,17,39,14,,,2019,06/23/2019 4:06:04 PM,,,,
3115,11724724,06/16/2019 3:30:00 PM,040XX N KEDZIE AVE,THEFT,OTHER,FALSE,FALSE,1724,17,33,16,,,2019,06/23/2019 4:06:04 PM,,,,
